application_id,company_age_years,banking_relationship_years,revenue,ebitda_margin,debt_to_ebitda,dscr,current_ratio,credit_score,existing_exposure,past_due_count_12m,bureau_inquiries_6m,transaction_anomaly_rate,related_party_transaction_ratio,requested_amount,default_within_12m
HIST_APP_000001,11.828302478526588,5.705108142912744,132694246.01452531,0.06920006716929629,0.904840702680128,1.2928739942091443,1.709999495570622,628.2947144770441,290289599.94751865,1,3,0.14034466140802337,0.05969758697415476,79322358.37782468,0
HIST_APP_000002,3.760095362557027,8.596493935996449,1020016102.0315315,0.13668217844461023,2.5608072313706227,1.2777462600340477,1.1720088058808182,749.3864111247417,89605691.32676072,2,1,0.11700097261304479,0.07484756735992003,80762252.60826737,0
HIST_APP_000003,14.502707174838743,0.0,477317788.9579664,0.04575439884683012,0.15420566429175422,1.634325295347015,1.2145188919095695,664.2651039425095,52615359.92671582,2,2,0.01951070208177384,0.04196024760239473,272786126.4109371,1
HIST_APP_000004,15.643388298347283,3.8588073504498013,309414191.1152554,0.08992508549600779,2.421956285135965,1.3605277836502172,1.8198369653237367,758.0290967789492,14901881.405031582,1,3,0.015145758090607678,0.08186666357826386,16223352.73891088,0
HIST_APP_000005,1.0,8.31661318151648,409097735.26079357,0.12290660540682403,1.4409590208121046,1.5220628724795906,1.1146170039791177,780.1079940469954,103147964.96708222,1,1,0.088614672912499,0.029686640984338274,46472672.09331012,0
HIST_APP_000006,2.1869229588260914,5.262400593370376,1145990638.1124759,0.11046802522599372,0.49395265288503276,2.392561491762617,1.0943464461160195,736.3895032515381,82629537.87104698,0,0,0.11124217963563535,0.015619019345106391,82469889.11288407,0
HIST_APP_000007,10.767042419003712,10.86933524830992,897488684.3193694,0.19088353216589474,2.914670735578139,1.118948164500898,2.489263207437516,641.5591057345284,105118389.7543951,0,3,0.3493406387809172,0.05945481834793869,79169019.80833241,0
HIST_APP_000008,8.102544445938507,0.0,451361843.7028923,0.08835206678161124,2.524320578176604,1.7015745065454064,1.2629488917746825,743.2522994148303,16190786.605460346,0,2,0.03332014674397494,0.05711272480800798,13449404.53775228,0
HIST_APP_000009,9.899193054974267,0.0,201003461.07044446,-0.03289868712458654,0.9759388194685331,1.038978069565081,0.6785677312835057,739.3035472347794,48597873.43237181,3,0,0.12221609458635195,0.3223158452356376,80392289.14171852,0
HIST_APP_000010,4.88173643455852,8.078746066490872,212676540.20450565,0.021995896346792908,2.7813204972408263,1.9671556118065787,0.9420651334501662,650.8986379674163,84276836.46400206,0,3,0.016289699648222217,0.06746527671732303,50317977.294866495,0
HIST_APP_000011,15.276387849176972,8.4632288597311,913270603.7793919,0.1387527305149166,4.389785846658189,2.053542689093707,0.603104566849632,676.1278896490367,13346780.79553821,1,1,0.14978590916385112,0.08858706670611972,49667606.0970223,0
HIST_APP_000012,14.66675161257369,4.226999972672667,179902341.76314133,0.09892377109952702,0.1854056953249747,1.1595478232215648,2.2422800072993376,833.3468690423666,56320700.55309603,1,3,0.08827281343017135,0.06782937587433717,105554520.27819428,0
HIST_APP_000013,10.396184185367296,6.601577600182897,454903135.7505909,0.05343297876293321,0.7512501515830493,1.2368592290218678,1.4674693186575636,815.9421813426935,132905700.04494433,1,1,0.19081608507397368,0.0501713057514148,19023153.64679143,0
HIST_APP_000014,16.763447241808198,7.980827910525626,4270412903.784073,0.2770915930362552,3.2980609794903666,1.8500217088327944,1.031548672332302,661.6775126849311,28062358.095598552,3,1,0.06828217345850393,0.05876979538247999,40789145.858190395,1
HIST_APP_000015,12.805056053512274,1.7445471765930143,722167256.3928406,0.19801250849704485,1.6361582011930114,1.4264809127018245,1.7525074158456202,558.4883781864273,129733852.72110008,0,0,0.03298715533846477,0.15242397047756998,12565403.646228516,0
HIST_APP_000016,4.844245222700571,2.172606499802803,905427729.7630632,0.1359100987899722,1.3244088935400715,2.1877202091729586,2.2705253510675383,803.7701563052586,51252640.948766634,0,3,0.08886702131343602,0.0174989256768073,80748503.14436889,0
HIST_APP_000017,12.212504704494993,5.758904716794547,213958031.42002642,0.15633080697494417,3.1366087892033194,1.0091759465430008,1.4230209564232732,848.4093868974583,54542321.52404099,1,1,0.10047089415416316,0.08905680430838135,25037032.891650937,0
HIST_APP_000018,4.246704395026007,8.61635583957488,187310332.5085932,0.12144012922951113,1.1505346455137042,2.034672022444361,2.234851147650679,810.1581379210603,121237210.0171785,2,2,0.07242727460425781,0.10982575864754286,19020694.468595516,0
HIST_APP_000019,15.270701807843635,0.33617229456806097,945076359.6130607,0.05223293287133276,3.1784578576996387,2.5568865722196343,1.3487037514851983,675.1724139432625,27043112.56741673,1,3,0.08139461517342211,0.01815679181548351,12613208.719463618,1
HIST_APP_000020,9.700444534082482,4.208209472259923,398906282.08421004,0.2121504200473572,0.6121181548887678,1.7264384415163352,0.970526965536518,746.9459010669692,15618405.105746968,1,0,0.16792572953627027,0.08964141461393979,86374671.62500638,0
HIST_APP_000021,8.890825818728437,4.023053473182245,1278579894.6084478,0.19959310567762523,1.8475118013530933,1.2633989629263624,2.3144738242887173,635.2701190596522,39369124.59765879,1,1,0.057269257842738015,0.19885087233586213,52078004.53454523,1
HIST_APP_000022,5.914422733576352,6.671836420171057,560660015.325159,0.0015866351849591822,3.5996394861991017,1.2003039246737552,1.1754399056865954,775.677028236778,67174813.75858842,1,2,0.06773876308840032,0.09196371949373773,139473725.17851532,0
HIST_APP_000023,17.33524803204418,4.965206519964663,8601555404.37701,0.15585027514810285,0.3916750435867395,1.477090000832564,1.2455546590404567,659.2413715356048,68506719.12723,1,1,0.08604826588421818,0.13266404399170947,141428287.3899694,0
HIST_APP_000024,9.072823107587187,2.8164656647885624,342664641.1098531,0.1635782557904294,0.9096382826582363,1.8542279953418808,1.9675853194358055,655.5328897226951,66432059.41098965,0,1,0.05886100521332635,0.11054378499945129,79384901.76001428,0
HIST_APP_000025,7.430033067021356,9.994263123029622,682602925.152818,0.11747881398008403,1.3208968653964335,0.8778873344618168,1.5159715627393648,694.024801980191,25590039.14689095,0,2,0.1878303626338979,0.17944333239876256,18074528.806766238,0
HIST_APP_000026,7.887198697070622,2.84297007351672,264883887.1725138,0.2868085737042004,5.958484862165294,1.4105980655864603,1.4503477147024773,660.7839334229138,76693277.29068902,0,1,0.0833800707534561,0.02599138276292974,28758674.66885921,0
HIST_APP_000027,13.193855113320092,3.831614547914185,1236786925.9935632,0.2792121266381611,2.3286613721693405,1.6092266437304812,1.3854684154022952,751.4413069800298,45489103.51091525,0,2,0.023238266222990682,0.3493157716575488,43009120.969553955,0
HIST_APP_000028,12.19266438618447,0.0,770483325.6061248,0.11357444243267246,0.5112209156432075,2.2493724233301093,1.2002466769334084,640.2154780244039,197568908.8711245,0,5,0.06209769348523259,0.07224375834351347,108377805.84655663,0
HIST_APP_000029,12.47639566957593,2.1454964926164193,251051027.60247755,0.12440265526541337,6.621445311515814,2.3877661208234047,1.5814060609939193,850.0,111323164.53614606,0,0,0.07712336564094607,0.1932900160273831,281997860.01657015,0
HIST_APP_000030,12.584926018047296,7.0643043053562,420220756.17419314,0.11618106980135637,5.59331832432604,1.4907784976843608,1.7193336886020634,738.536838656639,79781642.31337595,0,3,0.1796316142678401,0.12240512355620106,56161438.72810907,0
HIST_APP_000031,22.849885605222767,6.2824078254194395,1623071981.1722784,0.09720673388668931,2.1931586755703534,1.0512360801281795,1.399535167116939,675.511816858775,42472563.150277585,0,0,0.06464826679316682,0.006241979878044055,17339239.99196445,0
HIST_APP_000032,7.561509901692307,7.398067960263047,1474354259.4614065,0.07554676412076874,7.920688473781887,1.6130648035720414,1.7549619974916382,631.6347191298316,36294131.60932558,0,2,0.10947419058582931,0.030183527178611013,76881931.84700361,0
